V0,V1,D
PELAD_FL000,RESIA_FL000,27738.883
PELAD_FL000,RONAK_FL000,40035.346
PEREX_FL000,RASTA_FL000,19061.279
PINKA_FL000,UMBIL_FL000,17488.831
PINKA_FL000,WW202_FL000,18501.830
PINKA_FL000,PUBEG_FL000,19517.491
PITAR_FL000,TIRUL_FL000,11921.456
PUBEG_FL000,UMBIL_FL000,18146.581
PUBEG_FL000,WW902_FL000,29381.444
R1756_FL000,R1757_FL000,2520.100
R1756_FL000,STEFANIK_FL000,6828.247
R1757_FL000,XENAK_FL000,6531.577
R1803_FL000,GRAZ_FL000,6463.001
R1803_FL000,WW201_FL000,30987.838
R1804_FL000,WGM12_FL000,890.572
R1804_FL000,WW595_FL000,1287.378
R1805_FL000,WGM15_FL000,778.805
R1805_FL000,WW151_FL000,1504.394
R1805_FL000,WW140_FL000,5141.961
R1817_FL000,FRIEDRICHSHAFEN_FL000,1285.369
R2115_FL000,OBERPFAFFENHOFEN_FL000,1137.072
R2398_FL000,INGOLSTADT_FL000,7020.482
R3055_FL000,LANDSBERG_FL000,7779.884
RATGO_FL000,TISKO_FL000,15543.968
REDVO_FL000,RIDAR_FL000,11114.460
REKLU_FL000,WW874_FL000,20107.723
REKLU_FL000,MALACKY_FL000,20199.542
REKTI_FL000,VILLACH_FL000,12506.604
RENKA_FL000,SUBEN_FL000,20641.834
RENLO_FL000,XERUM_FL000,21919.496
RENTA_FL000,TISAX_FL000,40802.022
RENTA_FL000,SUXAN_FL000,41018.499
RESIA_FL000,CORVATSCH_FL000,18257.604
RESIA_FL000,SUXAN_FL000,34627.036
RESIA_FL000,RONAK_FL000,37837.490
REUTL_FL000,UTABA_FL000,14674.872
RIXED_FL000,NORDLINGEN_FL000,11.143
ROKIL_FL000,VEMUG_FL000,935.496
ROMGA_FL000,LSZR_FL000,11341.114
RONAK_FL000,SUXAN_FL000,37293.552
RONAK_FL000,TIRUL_FL000,39707.708
ROTAX_FL000,ROTIN_FL000,10953.665
ROTAX_FL000,TRAUN_FL000,15145.237
ROTAX_FL000,TITIG_FL000,15878.505
ROTIN_FL000,VAVOR_FL000,6485.711
RTT04_FL000,RATTENBERG_FL000,7851.453
RTT06_FL000,RATTENBERG_FL000,11079.107
RTT08_FL000,RTT12_FL000,6364.854
RTT08_FL000,TULSI_FL000,22429.723
RTT12_FL000,TURBU_FL000,14134.997
SASAL_FL000,STEIN_FL000,18469.153
SASAL_FL000,SUNIS_FL000,18471.325
SBGNB_FL000,TAKUS_FL000,5794.270
SBGNB_FL000,SALZBURG_FL000,10651.775
SG010_FL000,UNSER_FL000,912.265
SIRDU_FL000,SOPRO_FL000,54409.479
SIRDU_FL000,STEIN_FL000,58382.335
SIRDU_FL000,LHSM_FL000,63558.372
SITKU_FL000,TEGBA_FL000,9429.800
SITKU_FL000,VEMUG_FL000,15163.359
SITNI_FL000,WW149_FL000,29732.004
SNU00_FL000,SOLLENAU_FL000,15.881
SNU00_FL000,WW264_FL000,7255.767
SNU00_FL000,WW103_FL000,13651.417
SNU10_FL000,WW643_FL000,16.182
SNU10_FL000,WW980_FL000,4741.912
SNU13_FL000,WW036_FL000,2138.768
SNU13_FL000,WW980_FL000,4328.828
SNU13_FL000,WW141_FL000,4416.241
SNU13_FL000,WW028_FL000,5836.083
SOPRO_FL000,WW836_FL000,11564.750
SOPRO_FL000,WW975_FL000,14637.205
SOTOV_FL000,TUTAL_FL000,10760.512
SOTOV_FL000,UNIMI_FL000,14391.449
STO00_FL000,STOCKERAU_FL000,55.594
STO00_FL000,WW853_FL000,4165.509
SUDUX_FL000,TUTAL_FL000,4642.264
SUDUX_FL000,UNIMI_FL000,10301.662
SUMUG_FL000,TILGO_FL000,9958.905
SUNIS_FL000,WW202_FL000,30526.151
TAGAS_FL000,WW178_FL000,3413.545
TAGAS_FL000,WW147_FL000,9567.271
TAGAS_FL000,WW106_FL000,15088.611
TAKUS_FL000,TRAUN_FL000,17305.867
TEGAD_FL000,EURACH_FL000,25979.837
TEGBA_FL000,VEMUG_FL000,11931.775
TEKSI_FL000,ULMEX_FL000,15038.779
TELSI_FL000,YESEN_FL000,17181.730
TEMLI_FL000,CESKE_FL000,42741.066
TEMTA_FL000,STOCKERAU_FL000,28037.037
TEMTA_FL000,WW146_FL000,30586.836
TISAX_FL000,BOLZANO_FL000,28171.907
TITIG_FL000,TRAUN_FL000,9588.568
TOBSO_FL000,VENOG_FL000,32454.066
TOVKA_FL000,WW400_FL000,5753.154
TOVKA_FL000,MALACKY_FL000,28197.647
TUTAL_FL000,UNIMI_FL000,10011.917
URAVA_FL000,VEKEN_FL000,20144.459
VEBEG_FL000,LSZR_FL000,14831.818
VENEN_FL000,WW190_FL000,16576.654
VIBUG_FL000,EGGENFELDEN_FL000,20379.113
WGM00_FL000,WW896_FL000,2803.190
WGM00_FL000,WW401_FL000,5334.853
WGM12_FL000,WW137_FL000,1542.932
WGM15_FL000,WW645_FL000,939.295
WGM15_FL000,WW166_FL000,2199.008
WGM15_FL000,WW100_FL000,2556.025
WGM19_FL000,WW101_FL000,1270.963
WGM19_FL000,WW153_FL000,7330.921
WGM21_FL000,WW268_FL000,176.549
WGM21_FL000,WW125_FL000,894.436
WGM22_FL000,WW970_FL000,779.444
WGM22_FL000,WW271_FL000,3035.128
WGM29_FL000,WW963_FL000,2151.565
WGM29_FL000,WGM58_FL000,5373.041
WGM29_FL000,WW042_FL000,7453.411
WGM58_FL000,WW123_FL000,2432.254
WGM58_FL000,WW136_FL000,7081.268
WGM58_FL000,WW107_FL000,7081.268
WGM58_FL000,WW042_FL000,8749.147
WGM74_FL000,WW644_FL000,303.307
WGM74_FL000,WW268_FL000,1692.838
WGM74_FL000,WW144_FL000,8186.368
WGM87_FL000,WW123_FL000,2958.182
WGM87_FL000,WW425_FL000,4160.394
WGM87_FL000,WW304_FL000,5636.966
WGM87_FL000,SCHWECHAT_FL000,8313.374
WO114_FL000,WW596_FL000,512.468
WO114_FL000,WW110_FL000,577.709
WW002_FL000,WW022_FL000,0.000
WW002_FL000,WW829_FL000,830.399
WW002_FL000,WW261_FL000,2897.578
WW002_FL000,WW889_FL000,4083.660
WW002_FL000,WW885_FL000,4963.667
WW003_FL000,WW108_FL000,737.865
WW003_FL000,WW890_FL000,2301.789
WW003_FL000,WW951_FL000,4665.859
WW004_FL000,WW830_FL000,970.098
WW004_FL000,WW181_FL000,4601.331
WW004_FL000,WW008_FL000,7223.313
WW005_FL000,WW849_FL000,1923.249
WW005_FL000,WW876_FL000,5763.978
WW006_FL000,WW422_FL000,3969.251
WW006_FL000,WW278_FL000,4463.221
WW006_FL000,WW876_FL000,5787.000
WW006_FL000,WW951_FL000,8887.779
WW008_FL000,WW423_FL000,2744.026
WW008_FL000,WW181_FL000,7148.413
WW009_FL000,WW886_FL000,2714.976
WW009_FL000,WW423_FL000,4258.833
WW009_FL000,WW890_FL000,5017.380
WW009_FL000,WW885_FL000,6072.045
WW011_FL000,WW811_FL000,501.195
WW011_FL000,WW650_FL000,2667.521
WW011_FL000,WW401_FL000,9280.201
WW013_FL000,WW652_FL000,4221.435
WW013_FL000,WW651_FL000,4491.569
WW013_FL000,WW020_FL000,7400.287
WW013_FL000,WW017_FL000,7412.623
WW014_FL000,WW403_FL000,64.817
WW014_FL000,WW812_FL000,1320.895
WW014_FL000,WW019_FL000,7383.781
WW017_FL000,WW657_FL000,4642.910
WW017_FL000,WW845_FL000,5314.475
WW017_FL000,WW651_FL000,8566.264
WW018_FL000,WW404_FL000,1857.344
WW018_FL000,WW657_FL000,2185.149
WW018_FL000,WW403_FL000,7376.143
WW019_FL000,WW402_FL000,1839.293
WW019_FL000,WW853_FL000,8133.208
WW019_FL000,TULLN_FL000,10060.974
WW020_FL000,WW871_FL000,2400.018
WW020_FL000,WW656_FL000,4609.837
WW020_FL000,WW812_FL000,8513.948
WW022_FL000,WW829_FL000,830.399
WW022_FL000,WW261_FL000,2897.578
WW022_FL000,WW889_FL000,4083.660
WW022_FL000,WW885_FL000,4963.667
WW028_FL000,WW432_FL000,1779.846
WW028_FL000,WW971_FL000,5481.307
WW028_FL000,WW031_FL000,7552.963
WW028_FL000,WW262_FL000,8309.269
WW029_FL000,WW835_FL000,1816.823
WW029_FL000,WW030_FL000,5556.587
WW029_FL000,WW035_FL000,6362.392
WW029_FL000,WW032_FL000,7563.702
WW029_FL000,WW033_FL000,9382.449
WW030_FL000,WW973_FL000,1886.679
WW030_FL000,WW142_FL000,4848.761
WW030_FL000,WW033_FL000,7574.980
WW031_FL000,WW431_FL000,2464.780
WW031_FL000,WW886_FL000,5756.302
WW031_FL000,WW958_FL000,6131.328
WW031_FL000,WW432_FL000,7729.976
WW032_FL000,WW979_FL000,2452.587
WW032_FL000,WW033_FL000,5559.048
WW033_FL000,WW887_FL000,2515.527
WW034_FL000,WW142_FL000,2651.061
WW034_FL000,WW978_FL000,3271.429
WW034_FL000,WW127_FL000,6099.544
WW034_FL000,WW976_FL000,9113.092
WW035_FL000,WW122_FL000,1711.489
WW035_FL000,WW036_FL000,5271.058
WW035_FL000,WW980_FL000,6030.053
WW036_FL000,WW980_FL000,4202.583
WW036_FL000,WW835_FL000,5075.131
WW036_FL000,WW432_FL000,5328.420
WW038_FL000,WW671_FL000,320.363
WW038_FL000,WW817_FL000,926.008
WW038_FL000,WW882_FL000,9265.677
WW041_FL000,WW678_FL000,2761.212
WW041_FL000,WW042_FL000,5557.675
WW041_FL000,WW434_FL000,5810.579
WW042_FL000,WW434_FL000,1725.361
WW044_FL000,WW412_FL000,2553.797
WW044_FL000,WW882_FL000,6760.217
WW044_FL000,WW045_FL000,7446.003
WW044_FL000,WW413_FL000,7599.906
WW044_FL000,WW374_FL000,7652.767
WW045_FL000,WW413_FL000,1909.869
WW045_FL000,WW671_FL000,5268.915
WW046_FL000,WW818_FL000,3072.593
WW046_FL000,WW895_FL000,10467.104
WW046_FL000,WW896_FL000,11944.846
WW100_FL000,WW166_FL000,1726.243
WW100_FL000,FISCHAMEND_FL000,1731.162
WW100_FL000,WW153_FL000,5184.336
WW100_FL000,WW775_FL000,6203.768
WW101_FL000,WW265_FL000,4735.569
WW101_FL000,WW124_FL000,4761.294
WW102_FL000,WW377_FL000,2493.678
WW102_FL000,WW984_FL000,2495.587
WW102_FL000,WW375_FL000,3361.862
WW102_FL000,WW379_FL000,8001.773
WW103_FL000,WW380_FL000,7481.394
WW103_FL000,WW301_FL000,9779.208
WW103_FL000,WW264_FL000,15101.360
WW105_FL000,WW382_FL000,3554.665
WW105_FL000,WW381_FL000,5926.344
WW105_FL000,WW115_FL000,13839.494
WW106_FL000,WW135_FL000,9278.255
WW106_FL000,WW381_FL000,10739.112
WW106_FL000,WW382_FL000,11287.090
WW106_FL000,WW655_FL000,13657.180
WW107_FL000,WW136_FL000,0.000
WW107_FL000,WW371_FL000,2997.132
WW107_FL000,WW883_FL000,3219.451
WW107_FL000,WW425_FL000,6239.137
WW108_FL000,WW421_FL000,3020.464
WW108_FL000,WW876_FL000,3287.816
WW109_FL000,WW888_FL000,4279.472
WW109_FL000,WW974_FL000,6879.536
WW109_FL000,WW977_FL000,6967.441
WW109_FL000,WW127_FL000,7813.035
WW110_FL000,WW137_FL000,2742.756
WW110_FL000,WW140_FL000,4658.165
WW111_FL000,WW295_FL000,1844.115
WW111_FL000,WW293_FL000,2583.132
WW111_FL000,SCHWECHAT_FL000,4361.362
WW111_FL000,WW232_FL000,5259.056
WW112_FL000,WW231_FL000,1579.260
WW112_FL000,WW230_FL000,3151.940
WW112_FL000,WW661_FL000,3777.906
WW114_FL000,WW283_FL000,2232.375
WW114_FL000,WW274_FL000,2808.080
WW114_FL000,WW275_FL000,3373.734
WW115_FL000,WW380_FL000,6520.735
WW115_FL000,WW301_FL000,15106.335
WW116_FL000,WW149_FL000,10325.281
WW116_FL000,WW148_FL000,17788.552
WW117_FL000,WW901_FL000,9611.161
WW117_FL000,WW902_FL000,9704.094
WW117_FL000,WW301_FL000,19671.407
WW117_FL000,WW148_FL000,28265.804
WW118_FL000,WW296_FL000,2033.086
WW118_FL000,WW143_FL000,3089.875
WW118_FL000,WW424_FL000,3503.282
WW121_FL000,WW847_FL000,1827.222
WW121_FL000,WW370_FL000,4205.888
WW121_FL000,WW287_FL000,4353.328
WW121_FL000,WW286_FL000,4368.388
WW122_FL000,WW142_FL000,1272.258
WW122_FL000,WW892_FL000,4708.490
WW124_FL000,WW267_FL000,389.277
WW124_FL000,WW265_FL000,5929.985
WW125_FL000,WW427_FL000,309.684
WW126_FL000,WW970_FL000,922.401
WW126_FL000,WW834_FL000,3852.689
WW126_FL000,WW842_FL000,6755.148
WW126_FL000,WW144_FL000,8182.633
WW127_FL000,WW973_FL000,1465.089
WW127_FL000,WW974_FL000,7796.963
WW128_FL000,WW265_FL000,255.712
WW128_FL000,WW960_FL000,2894.427
WW128_FL000,WW665_FL000,2894.427
WW129_FL000,WW843_FL000,407.176
WW129_FL000,WW894_FL000,2039.896
WW129_FL000,WW424_FL000,2422.096
WW130_FL000,WW379_FL000,2478.883
WW130_FL000,WW872_FL000,3551.930
WW130_FL000,WW233_FL000,3568.640
WW130_FL000,WW263_FL000,4256.039
WW130_FL000,WW377_FL000,7498.186
WW134_FL000,WW298_FL000,2464.863
WW134_FL000,WW289_FL000,7089.138
WW134_FL000,WW380_FL000,10919.808
WW135_FL000,WW147_FL000,4369.384
WW135_FL000,WW146_FL000,8259.210
WW136_FL000,WW371_FL000,2997.132
WW136_FL000,WW883_FL000,3219.451
WW136_FL000,WW425_FL000,6239.137
WW137_FL000,WW304_FL000,478.515
WW139_FL000,WW296_FL000,1838.783
WW139_FL000,WW597_FL000,2424.233
WW139_FL000,WW140_FL000,2643.677
WW139_FL000,WW295_FL000,2813.123
WW140_FL000,WW424_FL000,4601.758
WW141_FL000,WW643_FL000,1346.577
WW141_FL000,WW426_FL000,4376.574
WW141_FL000,WW893_FL000,4623.253
WW141_FL000,WW980_FL000,4656.589
WW142_FL000,WW973_FL000,5086.734
WW143_FL000,WW295_FL000,3125.560
WW143_FL000,WW296_FL000,3383.278
WW143_FL000,WW663_FL000,4812.940
WW143_FL000,WW232_FL000,4829.297
WW143_FL000,WW379_FL000,6893.287
WW144_FL000,WW286_FL000,3192.674
WW144_FL000,WW982_FL000,3451.125
WW144_FL000,WW262_FL000,3856.422
WW144_FL000,WW375_FL000,5236.048
WW147_FL000,WW178_FL000,9144.399
WW148_FL000,WW178_FL000,2194.570
WW151_FL000,WW595_FL000,585.157
WW151_FL000,WW166_FL000,1281.411
WW152_FL000,WW434_FL000,2071.943
WW152_FL000,WW883_FL000,2369.150
WW152_FL000,WW372_FL000,3812.612
WW152_FL000,WW440_FL000,7875.055
WW153_FL000,WW594_FL000,3634.015
WW153_FL000,WW775_FL000,4737.284
WW153_FL000,WW592_FL000,7422.719
WW153_FL000,WW593_FL000,8254.235
WW166_FL000,FISCHAMEND_FL000,1012.998
WW170_FL000,WW412_FL000,6254.698
WW170_FL000,WW690_FL000,7035.739
WW170_FL000,WW882_FL000,7447.942
WW170_FL000,WW440_FL000,11240.918
WW181_FL000,WW953_FL000,13245.917
WW190_FL000,WW191_FL000,16575.697
WW201_FL000,GLEICHENBERG_FL000,12042.603
WW201_FL000,XANUT_FL000,14819.987
WW202_FL000,XANUT_FL000,14817.965
WW230_FL000,WW290_FL000,1335.332
WW230_FL000,WW661_FL000,4396.255
WW231_FL000,WW298_FL000,490.083
WW232_FL000,WW663_FL000,2291.994
WW232_FL000,WW282_FL000,2899.842
WW233_FL000,WW283_FL000,2203.554
WW233_FL000,WW263_FL000,2555.463
WW233_FL000,WW379_FL000,3388.298
WW233_FL000,WW663_FL000,5775.437
WW261_FL000,WW950_FL000,1130.867
WW261_FL000,WW889_FL000,3277.296
WW261_FL000,WW885_FL000,5738.156
WW262_FL000,WW426_FL000,1210.395
WW262_FL000,WW834_FL000,6379.779
WW263_FL000,WW283_FL000,2753.960
WW263_FL000,WW275_FL000,4406.957
WW264_FL000,WW300_FL000,2226.513
WW264_FL000,WW378_FL000,5130.745
WW268_FL000,WW271_FL000,3541.904
WW269_FL000,WW593_FL000,1430.346
WW269_FL000,WW641_FL000,3041.102
WW269_FL000,WW842_FL000,4711.590
WW271_FL000,WW593_FL000,1170.836
WW271_FL000,WW592_FL000,2985.892
WW272_FL000,WW373_FL000,1470.252
WW272_FL000,WW875_FL000,6488.395
WW272_FL000,WW884_FL000,9711.806
WW272_FL000,WW680_FL000,9711.806
WW273_FL000,WW844_FL000,1685.008
WW273_FL000,WW274_FL000,4814.173
WW273_FL000,WW282_FL000,5266.596
WW274_FL000,WW298_FL000,5076.266
WW274_FL000,WW282_FL000,5133.056
WW275_FL000,WW289_FL000,21.194
WW278_FL000,WW959_FL000,2260.993
WW282_FL000,WW663_FL000,2421.882
WW282_FL000,WW283_FL000,5838.181
WW283_FL000,WW663_FL000,6096.583
WW286_FL000,WW287_FL000,3510.129
WW286_FL000,WW669_FL000,4100.401
WW286_FL000,WW962_FL000,4100.401
WW286_FL000,WW375_FL000,4152.241
WW286_FL000,WW982_FL000,4228.371
WW287_FL000,WW982_FL000,2639.312
WW287_FL000,WW686_FL000,3670.339
WW288_FL000,WW405_FL000,1016.488
WW288_FL000,WW290_FL000,2710.413
WW289_FL000,WW380_FL000,9469.266
WW290_FL000,STEINHOF_FL000,7156.278
WW293_FL000,WW597_FL000,1500.991
WW293_FL000,WW295_FL000,2570.107
WW293_FL000,SCHWECHAT_FL000,3772.884
WW295_FL000,WW296_FL000,2542.964
WW300_FL000,WW986_FL000,2946.627
WW300_FL000,WW378_FL000,5537.586
WW301_FL000,WW901_FL000,17364.694
WW304_FL000,WW425_FL000,6679.573
WW370_FL000,WW686_FL000,5616.294
WW370_FL000,WW378_FL000,5952.276
WW370_FL000,SOLLENAU_FL000,9976.924
WW371_FL000,WW680_FL000,2097.126
WW371_FL000,WW884_FL000,2097.126
WW371_FL000,WW883_FL000,3752.099
WW371_FL000,WW372_FL000,5566.965
WW372_FL000,WW440_FL000,7569.427
WW372_FL000,WW688_FL000,8114.701
WW373_FL000,WW590_FL000,6960.082
WW373_FL000,WW591_FL000,7285.882
WW373_FL000,WW959_FL000,8853.027
WW374_FL000,WW818_FL000,3870.754
WW374_FL000,WW881_FL000,7466.217
WW374_FL000,WW880_FL000,9093.543
WW375_FL000,WW984_FL000,3595.710
WW375_FL000,WW377_FL000,3633.264
WW375_FL000,WW669_FL000,5712.539
WW375_FL000,WW962_FL000,5712.539
WW377_FL000,WW669_FL000,5399.552
WW377_FL000,WW962_FL000,5399.552
WW377_FL000,WW872_FL000,6661.472
WW377_FL000,WW379_FL000,7717.807
WW378_FL000,WW847_FL000,4071.165
WW378_FL000,WW872_FL000,5713.283
WW379_FL000,WW663_FL000,5837.926
WW382_FL000,WW404_FL000,8609.516
WW382_FL000,WW655_FL000,8991.253
WW400_FL000,WW875_FL000,4584.781
WW400_FL000,WW440_FL000,12561.805
WW401_FL000,WW852_FL000,535.289
WW401_FL000,WW811_FL000,9269.903
WW402_FL000,WW656_FL000,1307.393
WW402_FL000,WW853_FL000,7932.447
WW403_FL000,TULLN_FL000,7600.227
WW404_FL000,WW657_FL000,1304.177
WW404_FL000,WW655_FL000,7936.407
WW405_FL000,WW659_FL000,565.250
WW411_FL000,WW433_FL000,0.000
WW411_FL000,WW775_FL000,1843.954
WW411_FL000,WW590_FL000,2620.866
WW411_FL000,FISCHAMEND_FL000,6111.869
WW411_FL000,WW850_FL000,8414.864
WW412_FL000,WW676_FL000,924.160
WW413_FL000,WW662_FL000,847.556
WW413_FL000,WW672_FL000,847.556
WW421_FL000,WW952_FL000,818.384
WW421_FL000,WW876_FL000,2688.176
WW422_FL000,WW957_FL000,970.867
WW423_FL000,WW841_FL000,1992.836
WW425_FL000,WW961_FL000,1674.942
WW426_FL000,WW893_FL000,1966.701
WW427_FL000,WW592_FL000,1987.364
WW431_FL000,WW979_FL000,1909.732
WW431_FL000,WW667_FL000,3879.831
WW431_FL000,WW956_FL000,3879.831
WW432_FL000,WW972_FL000,1959.278
WW433_FL000,WW775_FL000,1843.954
WW433_FL000,WW590_FL000,2620.866
WW433_FL000,FISCHAMEND_FL000,6111.869
WW433_FL000,WW850_FL000,8414.864
WW434_FL000,WW883_FL000,2732.865
WW440_FL000,WW678_FL000,8284.173
WW590_FL000,WW775_FL000,3038.031
WW590_FL000,WW591_FL000,3695.514
WW591_FL000,WW889_FL000,4573.258
WW591_FL000,WW959_FL000,5029.917
WW593_FL000,WW594_FL000,7463.013
WW594_FL000,WW950_FL000,0.223
WW596_FL000,WW597_FL000,3073.221
WW641_FL000,WW885_FL000,1211.023
WW641_FL000,WW981_FL000,4920.558
WW641_FL000,WW842_FL000,5053.724
WW643_FL000,WW686_FL000,3107.498
WW644_FL000,WW970_FL000,63.427
WW650_FL000,STEINHOF_FL000,1285.969
WW651_FL000,WW811_FL000,533.697
WW651_FL000,WW871_FL000,8652.650
WW651_FL000,WW845_FL000,9197.431
WW652_FL000,WW812_FL000,0.994
WW653_FL000,WW813_FL000,1.197
WW653_FL000,WW846_FL000,9256.403
WW654_FL000,WW853_FL000,0.631
WW654_FL000,TULLN_FL000,8505.048
WW655_FL000,WW846_FL000,0.890
WW656_FL000,WW895_FL000,20350.894
WW658_FL000,WW852_FL000,0.632
WW658_FL000,WW871_FL000,2949.130
WW659_FL000,WW845_FL000,0.315
WW660_FL000,WW851_FL000,0.862
WW660_FL000,WAGRAM_FL000,286.852
WW661_FL000,WW844_FL000,0.433
WW662_FL000,WW672_FL000,0.000
WW662_FL000,WW818_FL000,1.025
WW665_FL000,WW960_FL000,0.000
WW665_FL000,WW843_FL000,86.578
WW667_FL000,WW956_FL000,0.000
WW667_FL000,WW841_FL000,1.122
WW669_FL000,WW962_FL000,0.000
WW669_FL000,WW847_FL000,0.803
WW670_FL000,WW817_FL000,2464.271
WW670_FL000,WW896_FL000,9515.388
WW671_FL000,WW896_FL000,9273.996
WW672_FL000,WW818_FL000,1.025
WW673_FL000,WW819_FL000,0.400
WW673_FL000,WW880_FL000,9186.006
WW674_FL000,WW880_FL000,185.473
WW675_FL000,WW895_FL000,0.667
WW676_FL000,WW881_FL000,14.325
WW678_FL000,WW882_FL000,2474.487
WW680_FL000,WW884_FL000,0.000
WW680_FL000,WW961_FL000,4979.851
WW684_FL000,WW890_FL000,0.743
WW684_FL000,WW829_FL000,4754.293
WW684_FL000,WW885_FL000,5792.475
WW688_FL000,WW875_FL000,0.432
WW690_FL000,WW874_FL000,1.025
WW774_FL000,WW840_FL000,7601.833
WW774_FL000,WW953_FL000,12884.312
WW774_FL000,WW977_FL000,13461.222
WW775_FL000,FISCHAMEND_FL000,6108.989
WW775_FL000,WW889_FL000,6423.354
WW813_FL000,TULLN_FL000,825.800
WW816_FL000,WW963_FL000,0.978
WW816_FL000,WW851_FL000,2983.010
WW817_FL000,WW882_FL000,9235.165
WW817_FL000,WW896_FL000,9237.304
WW819_FL000,WW895_FL000,9235.819
WW829_FL000,WW951_FL000,0.803
WW830_FL000,WW952_FL000,0.451
WW831_FL000,WW953_FL000,0.636
WW834_FL000,WW971_FL000,66.938
WW835_FL000,WW972_FL000,1.012
WW836_FL000,WW974_FL000,0.556
WW836_FL000,WW891_FL000,9237.406
WW840_FL000,WW954_FL000,0.631
WW841_FL000,WW956_FL000,1.122
WW842_FL000,WW958_FL000,0.792
WW842_FL000,WW981_FL000,3400.263
WW843_FL000,WW960_FL000,86.578
WW843_FL000,WW894_FL000,2076.772
WW847_FL000,WW962_FL000,0.803
WW848_FL000,WW955_FL000,0.557
WW849_FL000,WW957_FL000,12.707
WW850_FL000,WW961_FL000,0.222
WW872_FL000,WW986_FL000,0.460
WW880_FL000,WW881_FL000,9080.908
WW884_FL000,WW961_FL000,4979.851
WW886_FL000,WW981_FL000,0.558
WW887_FL000,WW977_FL000,0.250
WW888_FL000,WW975_FL000,0.435
WW889_FL000,WW959_FL000,6768.047
WW891_FL000,WW976_FL000,0.134
WW892_FL000,WW978_FL000,1.072
WW893_FL000,WW982_FL000,0.937
WW894_FL000,WW984_FL000,1.044
WW901_FL000,WW902_FL000,1802.384
WW958_FL000,WW971_FL000,5822.056
WW976_FL000,WW978_FL000,9262.649
ALLGAU_FL000,EDJA_FL000,2189.460
BRNO_FL000,LKTB_FL000,4452.892
GLEICHENBERG_FL000,GRAZ_FL000,26202.789
MALACKY_FL000,STEFANIK_FL000,29665.976
NAMEST_FL000,LKNA_FL000,6367.334
NAMEST_FL000,DESNA_FL000,45652.021
SARMELLEK_FL000,LHSM_FL000,3281.806
SCHWECHAT_FL000,STEINHOF_FL000,17113.429
WIERNER_FL000,SOLLENAU_FL000,3800.137
LKNA_FL000,LKTB_FL000,41783.157
